bookURI/type,bookURI/value,bookName/type,bookName/xml:lang,bookName/value,authorName/type,authorName/xml:lang,authorName/value,authorMovement/type,authorMovement/xml:lang,authorMovement/value,bookGenre/type,bookGenre/xml:lang,bookGenre/value,bookAbstract/type,bookAbstract/xml:lang,bookAbstract/value
uri,"http://dbpedia.org/resource/Erections,_Ejaculations,_Exhibitions,_and_General_Tales_of_Ordinary_Madness",literal,en,"Erections, Ejaculations, Exhibitions, and General Tales of Ordinary Madness",literal,en,Charles Bukowski,literal,en,Dirty realism,literal,en,Short story,literal,en,"Erections, Ejaculations, Exhibitions, and General Tales of Ordinary Madness was a paperback collection of short stories by Charles Bukowski, first published by City Lights Publishers in 1972.  It was the first collection of Bukowski's stories to be published, and it was republished in two volumes in 1983, as Tales of Ordinary Madness and The Most Beautiful Woman in Town.Lawrence Ferlinghetti, the owner of City Lights Publishers, was one of the first to recognize Bukowski as a short-story writer. He published the collection, which was dedicated to Bukowski's girlfriend, the poet and sculptor Linda King. The stories originally appeared in the underground newspapers Berkeley Barb and Open City, men's magazines including Adam, and in literary reviews, including Nova Express."
uri,http://dbpedia.org/resource/Hollywood_(Bukowski_novel),literal,en,Hollywood (Bukowski novel),literal,en,Charles Bukowski,literal,en,Dirty realism,literal,en,Autobiographical novel,literal,en,Hollywood is a 1989 novel by Charles Bukowski which fictionalizes his experiences of adapting his novel into the film Barfly. It is narrated in the first person.
uri,http://dbpedia.org/resource/Women_(novel),literal,en,Women (novel),literal,en,Charles Bukowski,literal,en,Dirty realism,literal,en,Autobiographical novel,literal,en,"Women is a 1978 novel written by Charles Bukowski, starring his semi-autobiographical character Henry Chinaski. In contrast to Factotum, Post Office and Ham on Rye, Women is centered on Chinaski's later life, as a celebrated poet and writer, not as a dead-end lowlife. It does, however, feature the same constant carousel of women with whom Chinaski only finds temporary fulfillment."
uri,http://dbpedia.org/resource/Ham_on_Rye,literal,en,Ham on Rye,literal,en,Charles Bukowski,literal,en,Dirty realism,literal,en,Autobiographical novel,literal,en,"Ham on Rye is a 1982 semi-autobiographical novel by American author and poet Charles Bukowski. Written in the first person, the novel follows Henry Chinaski, Bukowski’s thinly-veiled alter ego, during his early years. Written in Bukowski’s characteristically straightforward prose, the novel tells of his coming-of-age in Los Angeles during the Great Depression."
uri,http://dbpedia.org/resource/Factotum_(novel),literal,en,Factotum (novel),literal,en,Charles Bukowski,literal,en,Dirty realism,literal,en,Autobiographical novel,literal,en,Factotum (1975) is the second novel by American author Charles Bukowski.
uri,http://dbpedia.org/resource/Post_Office_(novel),literal,en,Post Office (novel),literal,en,Charles Bukowski,literal,en,Dirty realism,literal,en,Autobiographical novel,literal,en,"Post Office is the first novel written by Charles Bukowski, published in 1971 when he was 50 years old."
uri,http://dbpedia.org/resource/In_the_Miso_Soup,literal,en,In the Miso Soup,literal,en,Ryū Murakami,literal,en,Postmodernism,literal,en,Philosophical fiction,literal,en,"In the Miso Soup (イン ザ・ミソスープ, In za Misosūpu) is a novel by Ryu Murakami. It was published in 1997 in Japanese, and in English in 2003. The novel won the Yomiuri Prize for Fiction in 1997."
uri,http://dbpedia.org/resource/Piercing_(novel),literal,en,Piercing (novel),literal,en,Ryū Murakami,literal,en,Postmodernism,literal,en,Psychological thriller,literal,en,"Piercing is a novel by Ryu Murakami. Originally published in Japanese in 1994, it was translated and published in English by Bloomsbury Publishing in 2008."
uri,http://dbpedia.org/resource/Almost_Transparent_Blue,literal,en,Almost Transparent Blue,literal,en,Ryū Murakami,literal,en,Postmodernism,literal,en,Postmodern literature,literal,en,"Almost Transparent Blue (限りなく透明に近いブルー, Kagirinaku tōmei ni chikai burū, Almost Infinitely Transparent Blue) is a 1976 novel, written by Japanese author Ryū Murakami, that features a portrait of narrator Ryū and his friends trapped in a cycle of sex, drugs and rock 'n roll during the 1970s."
uri,http://dbpedia.org/resource/Coin_Locker_Babies,literal,en,Coin Locker Babies,literal,en,Ryū Murakami,literal,en,Postmodernism,literal,en,Postmodern literature,literal,en,"Coin Locker Babies (コインロッカー・ベイビーズ, Koinrokkā Beibīzu), 1980) is a novel by Ryu Murakami about coin-operated-locker babies, translated into English by Stephen Snyder. The translation was published in 1995 by Kodansha (講談社 Kōdansha) International Ltd and republished in 2013 by Pushkin Press. A Bildungsroman novel, Coin Locker Babies is known for transcending genres, containing elements of social commentary, surrealism, dark comedy, philosophy, noir and horror in a cyberpunk setting."
uri,http://dbpedia.org/resource/69_(novel),literal,en,69 (novel),literal,en,Ryū Murakami,literal,en,Postmodernism,literal,en,Roman à clef,literal,en,"69 (シクスティナイン, Shikusutinain) is a roman à clef novel by Ryu Murakami. It was published first in 1987. It takes place in 1969, and tells the story of some high school students coming of age in an obscure Japanese city who try to mimic the counter-culture movements taking place in Tokyo and other parts of the world."
uri,http://dbpedia.org/resource/69_(novel),literal,en,69 (novel),literal,en,Ryū Murakami,literal,en,Postmodernism,literal,en,Novel,literal,en,"69 (シクスティナイン, Shikusutinain) is a roman à clef novel by Ryu Murakami. It was published first in 1987. It takes place in 1969, and tells the story of some high school students coming of age in an obscure Japanese city who try to mimic the counter-culture movements taking place in Tokyo and other parts of the world."
uri,http://dbpedia.org/resource/The_Giaour,literal,en,The Giaour,literal,en,Lord Byron,literal,en,Romanticism,literal,en,Romantic poetry,literal,en,"The Giaour is a poem by Lord Byron first published in 1813 by T. Davison and the first in the series of his Oriental romances. The Giaour proved to be a great success when published, consolidating Byron's reputation critically and commercially."
uri,http://dbpedia.org/resource/The_Bride_of_Abydos,literal,en,The Bride of Abydos,literal,en,Lord Byron,literal,en,Romanticism,literal,en,Romantic poetry,literal,en,"The Bride of Abydos is a poem written by Lord Byron in 1813. One of his earlier works, The Bride of Abydos is considered to be one of his ""Heroic Poems"", along with The Giaour, Lara, The Siege of Corinth, The Corsair and Parisina. These poems contributed to his poetic fame at the time in England."
uri,http://dbpedia.org/resource/Mazeppa_(Byron),literal,en,Mazeppa (Byron),literal,en,Lord Byron,literal,en,Romanticism,literal,en,Narrative poetry,literal,en,"Mazeppa is a narrative poem written by the English romantic poet Lord Byron in 1819. It is based on a popular legend about the early life of Ivan Mazepa (1639–1709), a Ukrainian gentleman who later became Hetman of the Ukrainian Cossacks. According to the poem, the young Mazeppa has a love affair with a Countess Theresa while serving as a page at the Court of King John II Casimir Vasa. Countess Theresa was married to a much older Count. On discovering the affair, the Count punishes Mazeppa by tying him naked to a wild horse and setting the horse loose. The bulk of the poem describes the traumatic journey of the hero strapped to the horse. The poem has been praised for its ""vigor of style and its sharp realization of the feelings of suffering and endurance"". This poem also inspired Alexander Pushkin to write his poem Poltava as an answer to Byron's poem.Published within the same covers with ""Mazeppa"" was the short story ""A Fragment"", also known as ""Fragment of a Novel"" and ""The Burial: A Fragment"", one of the earliest vampire stories in English."
uri,http://dbpedia.org/resource/The_Bride_of_Abydos,literal,en,The Bride of Abydos,literal,en,Lord Byron,literal,en,Romanticism,literal,en,Epic poetry,literal,en,"The Bride of Abydos is a poem written by Lord Byron in 1813. One of his earlier works, The Bride of Abydos is considered to be one of his ""Heroic Poems"", along with The Giaour, Lara, The Siege of Corinth, The Corsair and Parisina. These poems contributed to his poetic fame at the time in England."
uri,http://dbpedia.org/resource/The_Giaour,literal,en,The Giaour,literal,en,Lord Byron,literal,en,Romanticism,literal,en,Epic poetry,literal,en,"The Giaour is a poem by Lord Byron first published in 1813 by T. Davison and the first in the series of his Oriental romances. The Giaour proved to be a great success when published, consolidating Byron's reputation critically and commercially."
uri,http://dbpedia.org/resource/Mazeppa_(Byron),literal,en,Mazeppa (Byron),literal,en,Lord Byron,literal,en,Romanticism,literal,en,Romanticism,literal,en,"Mazeppa is a narrative poem written by the English romantic poet Lord Byron in 1819. It is based on a popular legend about the early life of Ivan Mazepa (1639–1709), a Ukrainian gentleman who later became Hetman of the Ukrainian Cossacks. According to the poem, the young Mazeppa has a love affair with a Countess Theresa while serving as a page at the Court of King John II Casimir Vasa. Countess Theresa was married to a much older Count. On discovering the affair, the Count punishes Mazeppa by tying him naked to a wild horse and setting the horse loose. The bulk of the poem describes the traumatic journey of the hero strapped to the horse. The poem has been praised for its ""vigor of style and its sharp realization of the feelings of suffering and endurance"". This poem also inspired Alexander Pushkin to write his poem Poltava as an answer to Byron's poem.Published within the same covers with ""Mazeppa"" was the short story ""A Fragment"", also known as ""Fragment of a Novel"" and ""The Burial: A Fragment"", one of the earliest vampire stories in English."
